Symbol,Shortname,Currency,Previousclose,Open,Daylow,Dayhigh,Regularmarketpreviousclose,Regularmarketopen,Regularmarketdaylow,Regularmarketdayhigh,Dividendrate,Dividendyield,Fiveyearavgdividendyield,Beta,Trailingpe,Forwardpe,Volume,Marketcap,Fiftytwoweeklow,Fiftytwoweekhigh,Pricetosalestrailing12months,Fiftydayaverage,Twohundreddayaverage,Profitmargins,Bookvalue,Pricetobook,Earningsquarterlygrowth,Netincometocommon,Trailingeps,Forwardeps,Enterprisetorevenue,Enterprisetoebitda,52weekchange,Ebitda,Totaldebt,Quickratio,Currentratio,Totalrevenue,Debttoequity,Revenuepershare,Returnonassets,Returnonequity,Grossprofits,Freecashflow,Operatingcashflow,Earningsgrowth,Revenuegrowth,Grossmargins,Ebitdamargins,Operatingmargins,Trailingpegratio
LNSR,"LENSAR, Inc.",USD,9.42,9.3,9.15,11.26,9.42,9.3,9.15,11.26,0.0,0.0,0.0,0.58,0.0,-19.03,248376.0,0.13,2.67,11.26,2.58,7.91,5.35,-34.03,1.96,5.54,0.0,-16628000.0,-1.46,-0.71,2.19,-16.83,1.81,-6357000.0,1893000.0,1.92,3.37,0.05,5.18,4.28,-0.09,-38.38,0.02,0.0,0.0,0.0,38.2,0.49,-13.01,-0.09,0.0
LNT,Alliant Energy Corporation,USD,58.77,59.38,58.31,59.44,58.77,59.38,58.31,59.44,2.03,0.03,3.1,0.57,23.11,18.56,627488.0,15.24,46.8,64.19,3.84,60.15,56.25,16.67,27.16,2.19,0.14,661000000.0,2.57,3.23,6.29,15.23,0.19,1636999936.0,10679000064.0,0.56,0.86,3.97,153.26,15.48,0.03,9.65,1.78,-1.1,1158000000.0,12.7,0.4,0.45,41.28,0.45,2.32
LNTH,"Lantheus Holdings, Inc.",USD,97.5,97.48,97.0,99.02,97.5,97.48,97.0,99.02,0.0,0.0,0.0,0.51,16.34,14.05,175901.0,6.84,51.79,126.89,4.57,90.11,92.77,28.57,16.97,5.8,-0.01,427612000.0,6.02,6.93,4.36,11.92,0.81,548062976.0,621302976.0,1.52,1.65,1.5,52.67,21.69,0.17,45.53,0.96,0.25,499307008.0,-4.8,18.4,0.64,36.62,0.35,0.0
LNW,"Light & Wonder, Inc.",USD,87.1,86.13,86.13,88.09,87.1,86.13,86.13,88.09,0.0,0.0,0.0,1.75,27.12,16.5,395363.0,7.69,79.22,115.0,2.43,91.31,97.16,9.33,9.64,9.03,-0.15,295000000.0,3.21,5.54,3.56,10.57,0.05,1066000000.0,3924000000.0,1.42,1.88,3.16,457.34,35.04,0.09,29.54,2.23,0.44,597000000.0,-12.3,11.8,0.7,33.71,0.24,1.16
LNZA,"LanzaTech Global, Inc.",USD,1.16,1.12,1.05,1.16,1.16,1.12,1.05,1.16,0.0,0.0,0.0,1.58,0.0,-2.59,750503.0,0.21,0.84,5.01,3.61,1.29,1.83,-223.03,0.07,15.36,0.0,-129412000.0,-0.65,-0.34,4.0,-2.45,-0.75,-94798000.0,90546000.0,2.57,2.91,0.06,665.54,0.3,-0.27,-182.17,0.03,-0.02,-85115000.0,0.0,-49.3,0.44,-163.37,-3.31,0.0
LNZAW,0.0,USD,0.23,0.26,0.22,0.26,0.23,0.26,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,34116.0,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOAN,"Manhattan Bridge Capital, Inc",USD,5.53,5.56,5.55,5.57,5.53,5.56,5.55,5.57,0.46,0.08,8.85,0.55,11.33,11.1,7993.0,0.06,4.6,5.9,8.59,5.5,5.31,76.18,3.78,1.47,-0.03,5633069.0,0.49,0.5,11.95,0.0,0.15,0.0,25285040.0,32.81,32.81,0.01,58.43,0.65,0.08,13.07,0.01,0.0,5476619.0,-4.9,-2.4,1.0,0.0,0.79,0.0
LOBO,LOBO EV TECHNOLOGIES LTD.,USD,1.69,1.59,1.59,1.64,1.69,1.59,1.59,1.64,0.0,0.0,0.0,0.0,inf,7.95,3422.0,0.01,1.32,4.7,0.7,2.01,2.46,0.05,1.01,1.57,0.0,9306.0,0.0,0.2,0.78,27.97,-0.51,539251.0,2958585.0,0.23,1.3,0.02,36.56,2.88,0.01,0.02,0.0,-0.0,-2391048.0,0.0,49.1,0.12,2.77,-0.01,0.0
LOCO,"El Pollo Loco Holdings, Inc.",USD,11.75,11.68,11.64,12.04,11.75,11.68,11.64,12.04,0.0,0.0,0.0,1.44,15.22,12.66,98683.0,0.36,8.17,14.25,0.76,12.01,11.76,5.11,8.52,1.41,-0.33,24082000.0,0.79,0.94,1.29,10.68,0.24,56915000.0,263819008.0,0.25,0.31,0.47,103.37,15.42,0.04,9.37,0.1,0.03,49325000.0,-24.0,0.0,0.22,12.08,0.08,0.0
LOGC,ContextLogic Inc.,USD,7.07,6.97,6.9,7.13,7.07,6.97,6.9,7.13,0.0,0.0,0.0,2.06,0.0,44.73,64487.0,0.19,4.13,8.24,1.94,7.01,5.97,-146.88,5.82,1.22,0.0,-141000000.0,-5.67,-0.04,0.37,-0.27,0.51,-131000000.0,0.0,30.0,31.6,0.1,0.0,3.82,-0.26,-66.35,0.02,-0.36,-167000000.0,0.0,0.0,0.18,-136.46,-1.39,0.0
LOGI,Logitech International S.A. - R,USD,91.18,90.6,90.51,91.91,91.18,90.6,90.51,91.91,1.38,0.02,1.35,0.56,20.48,19.07,618273.0,13.9,74.72,102.59,3.11,83.24,87.24,15.65,13.91,6.6,0.06,699614976.0,4.48,4.69,2.81,16.64,0.09,754233984.0,95111000.0,1.71,2.21,4.47,4.5,29.03,0.12,33.4,1.93,0.69,1024088000.0,10.5,5.6,0.43,16.87,0.15,4.33
LOOP,"Loop Industries, Inc.",USD,1.2,1.16,1.16,1.21,1.2,1.16,1.16,1.21,0.0,0.0,0.0,1.53,0.0,-4.77,52699.0,0.06,0.96,3.65,556.73,1.29,1.84,0.0,0.3,3.96,0.0,-19364000.0,-0.56,-0.3,595.69,-3.15,-0.66,-19118000.0,4892000.0,0.37,0.48,0.0,101.2,0.0,-0.56,-139.98,0.0,0.0,-13792000.0,0.0,-57.4,1.0,0.0,-202.0,0.0
LOPE,"Grand Canyon Education, Inc.",USD,171.59,170.78,170.78,173.84,171.59,170.78,170.78,173.84,0.0,0.0,0.0,0.7,22.67,19.65,36422.0,5.02,118.48,176.77,4.93,165.7,147.11,22.09,26.47,6.51,0.16,225064000.0,7.6,8.78,4.69,15.46,0.32,308856992.0,106972000.0,3.58,3.69,1.02,14.0,34.74,0.18,31.82,0.54,0.18,270526016.0,19.3,7.4,0.53,30.32,0.2,1.3
LOT,Lotus Technology Inc.,USD,3.19,3.22,3.05,3.22,3.19,3.22,3.05,3.22,0.0,0.0,0.0,0.0,0.0,-5.32,60940.0,2.11,3.05,17.99,2.23,3.84,5.61,-90.19,-2.54,0.0,0.0,-871998976.0,-1.33,-0.67,3.83,-4.78,-0.71,-757630976.0,890425024.0,0.2,0.7,0.95,0.0,1.74,-0.25,0.0,0.15,-0.72,-551593024.0,0.0,102.9,0.16,-80.0,-0.91,0.0
LOTWW,Lotus Technology Inc. Warrants,USD,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.2,0.2,0.0,0.0,0.0,-90.19,-2.54,0.0,0.0,-871998976.0,0.0,0.0,0.0,0.0,0.0,-757630976.0,890425024.0,0.2,0.7,0.95,0.0,1.74,-0.25,0.0,0.15,-0.72,-551593024.0,0.0,102.9,0.16,-80.0,-0.91,0.0
LOVE,The Lovesac Company,USD,25.85,25.72,25.3,25.92,25.85,25.72,25.3,25.92,0.0,0.0,0.0,2.92,67.37,26.39,103439.0,0.4,18.21,39.49,0.57,29.73,26.42,1.41,14.04,1.82,0.0,9790000.0,0.38,1.68,1.0,28.35,0.07,24573000.0,182416000.0,0.76,1.69,0.69,90.24,44.62,0.01,5.03,0.4,0.02,48266000.0,0.0,1.3,0.58,3.54,-0.05,0.81
LPAA,Launch One Acquisition Corp.,USD,10.08,10.1,10.1,10.1,10.08,10.1,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.29,9.66,10.12,0.0,10.03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPAAU,Launch One Acquisition Corp.,USD,10.24,10.14,10.14,10.14,10.24,10.14,10.14,10.14,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.23,9.95,10.24,0.0,10.08,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPAAW,Launch One Acquisition Corp. Wa,USD,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPBB,Launch Two Acquisition Corp.,USD,9.98,9.97,9.98,9.98,9.98,9.97,9.98,9.98,0.0,0.0,0.0,0.0,0.0,0.0,12722.0,0.29,9.89,11.06,0.0,9.96,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPBBU,Launch Two Acquisition Corp.,USD,10.06,10.06,10.06,10.06,10.06,10.06,10.06,10.06,0.0,0.0,0.0,0.0,0.0,0.0,6639.0,0.2,9.97,10.34,0.0,10.04,10.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,84360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPBBW,Launch Two Acquisition Corp. Wa,USD,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.16,0.18,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCN,Lipocine Inc.,USD,4.69,4.85,4.65,5.1,4.69,4.85,4.65,5.1,0.0,0.0,0.0,1.19,0.0,-3.79,21457.0,0.03,3.2,11.79,5.24,4.85,5.41,-176.8,3.83,1.23,0.0,-8488236.0,-0.75,-1.24,2.1,-1.04,0.19,-9673982.0,245384.0,12.4,12.56,0.0,1.16,0.9,-0.23,-34.12,0.0,-0.0,-4718595.0,0.0,0.0,1.0,-201.5,-36.76,0.0
LPLA,LPL Financial Holdings Inc.,USD,360.29,354.9,347.36,355.28,360.29,354.9,347.36,355.28,1.2,0.0,0.69,0.85,26.09,17.74,172264.0,26.04,187.19,361.63,2.26,329.73,269.97,8.73,37.05,9.39,0.14,1005422016.0,13.33,18.58,2.62,14.27,0.5,2110784000.0,4680363008.0,2.98,6.48,11.52,168.86,153.93,0.1,41.36,3.23,0.17,598915008.0,16.5,23.2,0.28,18.33,0.14,1.31
LPRO,Open Lending Corporation,USD,5.16,5.26,5.2,5.4,5.16,5.26,5.2,5.4,0.0,0.0,0.0,1.13,130.75,25.39,87325.0,0.62,4.57,8.43,6.51,5.88,5.8,4.78,1.85,2.83,-0.52,4584000.0,0.04,0.23,5.32,78.33,-0.33,6518000.0,144964992.0,8.97,9.42,0.1,65.76,0.8,0.01,2.11,0.07,0.03,37731000.0,-50.0,-9.7,0.76,6.8,0.08,0.0
LPSN,"LivePerson, Inc.",USD,1.32,1.27,1.25,1.35,1.32,1.27,1.25,1.35,0.0,0.0,0.0,1.79,0.0,-4.03,1726412.0,0.12,0.45,3.1,0.34,1.05,0.97,-18.72,0.51,2.5,0.0,-62670000.0,-0.75,-0.81,1.34,-11.13,-0.57,-40279000.0,470559008.0,1.17,1.26,0.33,1025.05,3.83,-0.07,-137.76,0.22,-0.01,-7478000.0,0.0,-26.7,0.66,-12.03,-0.2,0.0
LPTH,"LightPath Technologies, Inc.",USD,3.23,3.2,2.98,3.2,3.23,3.2,2.98,3.2,0.0,0.0,0.0,1.3,0.0,-30.0,139282.0,0.12,1.04,4.42,3.71,2.5,1.66,-25.86,0.74,4.04,0.0,-8287715.0,-0.21,-0.16,4.26,-37.86,1.43,-3608414.0,12788991.0,0.97,1.73,0.03,43.43,0.83,-0.09,-25.76,0.01,0.0,-2319153.0,0.0,4.0,0.29,-11.26,-0.15,0.0
LPTX,"Leap Therapeutics, Inc.",USD,2.15,2.13,2.13,2.39,2.15,2.13,2.13,2.39,0.0,0.0,0.0,0.22,0.0,-1.8,212498.0,0.09,1.68,4.79,0.0,2.92,2.7,0.0,2.35,0.97,0.0,-60343000.0,-1.64,-1.25,0.0,-0.5,-0.2,-64688000.0,482000.0,5.08,5.1,0.0,0.73,0.0,-0.46,-80.54,0.0,-0.03,-50055000.0,0.0,0.0,0.0,0.0,0.0,0.0
LQDA,Liquidia Corporation,USD,14.36,14.33,13.9,14.34,14.36,14.33,13.9,14.34,0.0,0.0,0.0,0.2,0.0,-11.08,618636.0,1.18,8.26,16.99,79.85,11.48,11.67,0.0,0.69,20.32,0.0,-112110000.0,-1.62,-1.56,52.03,-8.06,0.15,-95836000.0,88869000.0,5.63,6.08,0.01,141.69,0.21,-0.41,-181.73,0.01,-0.07,-75070000.0,0.0,-23.5,0.7,0.0,-7.43,0.0
LQDT,"Liquidity Services, Inc.",USD,36.81,36.41,35.74,36.78,36.81,36.41,35.74,36.78,0.0,0.0,0.0,1.39,57.43,30.15,149864.0,1.12,13.99,36.92,3.32,29.84,22.93,5.92,5.63,6.42,-0.08,19896000.0,0.63,1.2,1.98,20.77,1.08,32024000.0,15595000.0,1.02,1.21,0.34,9.07,11.02,0.05,12.14,0.18,0.04,62875000.0,-9.5,15.9,0.54,9.52,0.09,0.0
LRCX,Lam Research Corporation,USD,79.68,76.79,73.71,76.83,79.68,76.79,73.71,76.83,0.92,0.01,1.13,1.49,23.85,18.1,9656487.0,94.84,68.87,113.0,6.08,75.35,85.22,26.02,6.56,11.24,0.26,4056817920.0,3.09,4.27,6.51,20.62,-0.06,4920197120.0,4983769088.0,1.68,2.52,15.59,58.83,11.92,0.15,49.12,7.44,3.98,5269577216.0,28.4,19.7,0.48,31.56,0.3,1.53
LRFC,Logan Ridge Finance Corporation,USD,23.94,23.55,23.55,23.96,23.94,23.55,23.55,23.96,1.34,0.06,16.49,1.28,0.0,16.52,1101.0,0.06,20.65,26.0,3.2,24.84,23.28,-16.43,32.31,0.74,0.0,-3275000.0,-1.22,1.4,7.8,0.0,0.07,0.0,96490000.0,2.3,2.78,0.02,111.75,7.45,0.04,-3.65,0.02,-0.0,5741000.0,0.0,-0.3,1.0,0.0,0.61,0.0
LRGE,ClearBridge Large Cap Growth ES,USD,78.41,76.04,76.04,79.99,78.41,76.04,76.04,79.99,0.0,0.0,0.0,0.0,37.27,0.0,8646.0,0.0,61.9,79.99,0.0,76.85,71.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRMR,"Larimar Therapeutics, Inc.",USD,3.58,3.54,3.36,3.59,3.58,3.54,3.36,3.59,0.0,0.0,0.0,0.71,0.0,-2.01,370254.0,0.22,3.01,13.68,0.0,5.18,7.15,0.0,3.11,1.09,0.0,-64773000.0,-1.15,-1.54,0.0,-0.41,-0.3,-73437000.0,5362000.0,12.57,13.1,0.0,2.7,0.0,-0.29,-44.5,0.0,-0.04,-58288000.0,0.0,0.0,0.0,0.0,0.0,0.0
LRND,NYLI U.S. Large Cap R&D Leaders,USD,35.53,35.53,34.32,34.32,35.53,35.53,34.32,34.32,0.0,0.0,0.0,0.0,27.3,0.0,11.0,0.0,29.0,35.6,0.0,34.56,32.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSAK,"Lesaka Technologies, Inc.",USD,5.11,4.99,4.99,5.06,5.11,4.99,4.99,5.06,0.0,0.0,0.0,0.93,0.0,0.0,7034.0,0.4,3.19,5.6,0.7,5.22,4.88,-2.85,2.96,1.71,0.0,-15648000.0,-0.25,0.0,0.88,15.94,0.55,31647000.0,165983008.0,0.82,1.74,0.57,90.1,9.31,0.01,-9.09,0.13,0.04,21278000.0,0.0,6.9,0.22,5.52,0.01,0.0
LSB,"LakeShore Biopharma Co., Ltd",USD,2.63,2.88,2.53,2.92,2.63,2.88,2.53,2.92,0.0,0.0,0.0,0.74,0.0,-11.24,5925.0,0.05,1.88,11.2,0.09,2.83,5.2,-75.59,30.76,0.09,0.0,-433464864.0,-2.83,-0.25,0.4,-0.72,-0.37,-315903072.0,424464640.0,0.86,1.13,0.57,72.53,53.63,-0.14,-65.99,0.39,-0.22,-295229600.0,0.0,27.7,0.67,-55.09,-0.69,0.0
LSBK,"Lake Shore Bancorp, Inc.",USD,13.37,13.73,13.67,13.67,13.37,13.73,13.67,13.67,0.72,0.05,3.7,0.53,18.23,0.0,5.0,0.08,10.3,14.21,3.1,13.53,12.8,16.62,15.93,0.86,-0.15,4211000.0,0.75,0.0,1.49,0.0,0.17,0.0,10250000.0,0.0,0.0,0.03,0.0,4.51,0.01,4.9,0.03,0.0,0.0,-10.7,-9.8,0.0,0.0,0.25,0.0
LSBPW,0.0,USD,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.74,0.0,0.0,17426.0,0.0,0.06,0.06,0.0,0.0,0.0,-75.59,30.76,0.0,0.0,-433464864.0,0.0,0.0,0.0,0.0,0.0,-315903072.0,424464640.0,0.86,1.13,0.57,72.53,53.63,-0.14,-65.99,0.39,-0.22,-295229600.0,0.0,27.7,0.67,-55.09,-0.69,0.0
LSCC,Lattice Semiconductor Corporati,USD,57.26,56.88,55.39,58.86,57.26,56.88,55.39,58.86,0.0,0.0,0.0,1.39,54.31,51.56,1342633.0,7.64,40.65,85.69,13.59,56.97,57.72,25.48,5.1,10.86,-0.87,143323008.0,1.02,1.06,13.86,56.07,-0.1,139052000.0,21150000.0,2.52,3.98,0.56,3.01,4.09,0.08,21.56,0.39,0.12,167424992.0,-86.8,-33.9,0.69,24.72,0.11,0.0
LSE,"Leishen Energy Holding Co., Ltd",USD,8.85,8.37,6.86,9.92,8.85,8.37,6.86,9.92,0.0,0.0,0.0,0.0,9.55,0.0,82953.0,0.12,3.76,13.83,1.46,6.2,6.2,15.26,2.35,3.09,0.21,12776013.0,0.76,0.0,1.4,8.17,0.93,14308405.0,1962638.0,1.91,2.49,0.08,5.21,5.4,0.0,0.0,0.02,0.0,11586120.0,21.3,36.4,0.27,17.09,0.15,0.0
LSEA,Landsea Homes Corporation,USD,8.45,8.49,8.49,8.98,8.45,8.49,8.49,8.98,0.0,0.0,0.0,1.13,12.25,4.3,129062.0,0.32,7.58,14.91,0.22,9.6,10.65,1.82,18.27,0.48,0.29,26660000.0,0.71,1.25,0.72,15.61,-0.35,67312000.0,758004992.0,0.14,5.02,1.46,111.3,40.01,0.02,4.13,0.25,-0.12,6841000.0,36.4,22.0,0.17,4.61,0.06,0.41
LSEAW,Landsea Homes Corporation,USD,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.0,0.0,0.0,1.13,0.0,0.0,1084.0,0.0,0.1,0.1,0.0,0.0,0.0,1.82,18.27,0.01,0.29,26660000.0,0.0,0.0,0.0,0.0,0.0,67312000.0,758004992.0,0.14,5.02,1.46,111.3,40.01,0.02,4.13,0.25,-0.12,6841000.0,36.4,22.0,0.17,4.61,0.06,0.0
LSH,Lakeside Holding Limited,USD,2.13,2.2,2.02,2.25,2.13,2.2,2.02,2.25,0.0,0.0,0.0,0.0,0.0,0.0,386259.0,0.02,1.78,5.37,0.89,2.52,2.83,-1.23,0.11,20.37,-1.0,-225252.0,-0.17,0.0,1.43,-94.61,-0.47,-277541.0,4631627.0,0.6,0.6,0.02,723.93,3.05,-0.04,-30.55,0.0,0.0,-53640.0,-99.6,17.0,0.19,-1.51,-0.07,0.0
LSTA,"Lisata Therapeutics, Inc.",USD,2.68,2.69,2.65,2.95,2.68,2.69,2.65,2.95,0.0,0.0,0.0,1.22,0.0,-1.25,42755.0,0.02,2.19,4.2,0.0,3.01,3.05,0.0,5.91,0.48,0.0,-21071000.0,-2.51,-2.52,0.0,0.63,-0.03,-23928000.0,223000.0,8.59,9.42,0.0,0.59,0.0,-0.29,-44.03,0.0,-0.01,-19962000.0,0.0,0.0,0.0,0.0,0.0,0.0
LSTR,"Landstar System, Inc.",USD,173.04,172.5,172.5,179.51,173.04,172.5,172.5,179.51,1.38,0.01,0.64,0.82,30.51,27.35,110066.0,6.28,164.04,197.16,1.3,179.35,181.65,4.3,28.75,6.19,-0.19,207740000.0,5.83,6.79,1.18,17.75,-0.12,321427008.0,124326000.0,2.15,2.21,4.83,12.24,135.42,0.09,20.18,0.99,0.23,315302016.0,-17.6,-5.8,0.21,6.66,0.05,3.61
LTBR,Lightbridge Corporation,USD,8.03,7.05,6.0,7.66,8.03,7.05,6.0,7.66,0.0,0.0,0.0,2.23,0.0,0.0,2705317.0,0.1,2.21,14.2,0.0,5.96,4.07,0.0,1.73,3.49,0.0,-10220393.0,-0.75,0.0,0.0,0.0,1.61,0.0,0.0,22.97,23.32,0.0,0.0,0.0,-0.25,-36.72,0.0,-0.01,-8009058.0,0.0,0.0,0.0,0.0,0.0,0.0
LTRN,Lantern Pharma Inc.,USD,5.4,5.22,4.15,5.22,5.4,5.22,4.15,5.22,0.0,0.0,0.0,1.57,0.0,-2.73,412964.0,0.05,2.79,11.99,0.0,3.55,4.35,0.0,3.82,1.15,0.0,-17747688.0,-1.78,-2.02,0.0,-0.19,0.27,-19525462.0,218696.0,7.23,7.67,0.0,0.71,0.0,-0.28,-44.82,0.0,-0.01,-15256622.0,0.0,0.0,0.0,0.0,0.0,0.0
LTRX,"Lantronix, Inc.",USD,3.94,3.82,3.7,3.83,3.94,3.82,3.7,3.83,0.0,0.0,0.0,2.14,0.0,8.48,173476.0,0.14,2.49,6.63,0.89,3.45,3.67,-3.17,2.05,1.82,0.0,-5132000.0,-0.14,0.47,0.93,24.1,-0.4,6246000.0,25357000.0,1.69,2.61,0.16,32.13,4.3,-0.0,-6.58,0.06,0.01,13788000.0,0.0,4.2,0.4,3.86,-0.04,0.0
LUCY,"Innovative Eyewear, Inc.",USD,5.85,5.85,5.73,5.96,5.85,5.85,5.73,5.96,0.0,0.0,0.0,0.0,0.0,-2.2,15555.0,0.01,3.26,27.2,9.32,6.18,6.6,0.0,4.51,1.32,0.0,-8034098.0,-10.1,-4.0,3.02,-0.58,-0.3,-8163183.0,0.0,14.63,16.83,0.0,0.0,1.55,-0.53,-86.51,-0.0,-0.0,-6117045.0,0.0,14.3,-0.04,0.0,-6.95,0.0
LULU,lululemon athletica inc.,USD,400.03,395.44,394.83,408.05,400.03,395.44,394.83,408.05,0.0,0.0,0.0,1.24,29.2,26.28,1186101.0,49.22,226.01,491.3,4.93,363.87,312.55,16.34,33.53,12.05,0.15,1632525056.0,13.84,14.93,4.22,15.62,-0.17,2699964928.0,1458889984.0,1.18,2.43,9.99,36.19,79.37,0.23,43.16,5.85,1.56,2344614912.0,17.5,7.3,0.59,27.03,0.23,1.55
LUNG,Pulmonx Corporation,USD,6.11,6.15,6.07,6.3,6.11,6.15,6.07,6.3,0.0,0.0,0.0,0.68,0.0,-3.96,67495.0,0.25,5.46,14.84,3.12,6.45,7.08,-72.01,2.38,2.63,0.0,-57107000.0,-1.47,-1.6,2.39,-3.44,-0.55,-55003000.0,55809000.0,6.56,7.7,0.08,59.42,2.04,-0.2,-51.99,0.06,-0.01,-33256000.0,0.0,15.4,0.74,-69.36,-0.69,0.0
LUNR,"Intuitive Machines, Inc.",USD,23.07,21.74,21.11,23.09,23.07,21.74,21.11,23.09,0.0,0.0,0.0,0.35,0.0,-213.9,8915189.0,1.98,2.63,24.95,12.56,15.58,8.03,-54.98,-12.52,0.0,-0.19,-39382000.0,-2.22,-0.14,5.54,-14.54,6.56,-60103000.0,37438000.0,0.91,0.98,0.16,0.0,4.81,-0.33,0.0,-0.02,-0.09,-67207000.0,-81.0,130.1,-0.1,-38.1,-0.68,0.0
LUNRW,0.0,USD,11.51,10.32,9.8,11.6,11.51,10.32,9.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,536883.0,0.0,9.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVHD,Franklin U.S. Low Volatility Hi,USD,38.87,38.99,38.99,39.32,38.87,38.99,38.99,39.32,0.0,0.0,0.0,0.0,19.06,0.0,148150.0,0.0,34.24,41.47,0.0,39.42,38.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVLU,"Lulu's Fashion Lounge Holdings,",USD,0.88,0.9,0.89,0.9,0.88,0.9,0.89,0.9,0.0,0.0,0.0,0.26,0.0,-3.33,8730.0,0.04,0.83,2.13,0.12,1.15,1.45,-8.45,1.5,0.6,0.0,-27651000.0,-0.74,-0.27,0.26,-4.28,-0.55,-19971000.0,28122000.0,0.11,0.77,0.33,57.73,8.03,-0.09,-48.77,0.14,0.02,17707000.0,0.0,-13.3,0.42,-6.1,-0.05,0.0
LVRO,Lavoro Limited,USD,4.08,3.87,3.87,3.87,4.08,3.87,3.87,3.87,0.0,0.0,0.0,0.14,0.0,-43.52,114.0,0.45,3.06,8.25,0.05,4.65,4.99,-8.12,9.63,0.4,0.0,-762451968.0,-1.13,-0.45,0.15,17.82,-0.52,80019000.0,1647404032.0,0.59,0.98,9.39,121.22,82.68,0.0,-45.25,1.34,0.11,165752992.0,0.0,7.6,0.14,0.85,-0.06,0.0
LVROW,Lavoro Limited Warrant,USD,0.13,0.11,0.11,0.15,0.13,0.11,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
