Symbol,Shortname,Currency,Previousclose,Open,Daylow,Dayhigh,Regularmarketpreviousclose,Regularmarketopen,Regularmarketdaylow,Regularmarketdayhigh,Dividendrate,Dividendyield,Fiveyearavgdividendyield,Beta,Trailingpe,Forwardpe,Volume,Marketcap,Fiftytwoweeklow,Fiftytwoweekhigh,Pricetosalestrailing12months,Fiftydayaverage,Twohundreddayaverage,Profitmargins,Bookvalue,Pricetobook,Earningsquarterlygrowth,Netincometocommon,Trailingeps,Forwardeps,Enterprisetorevenue,Enterprisetoebitda,52weekchange,Ebitda,Totaldebt,Quickratio,Currentratio,Totalrevenue,Debttoequity,Revenuepershare,Returnonassets,Returnonequity,Grossprofits,Freecashflow,Operatingcashflow,Earningsgrowth,Revenuegrowth,Grossmargins,Ebitdamargins,Operatingmargins,Trailingpegratio
LDWY,"Lendway, Inc.",USD,4.34,4.2,4.2,4.2,4.34,4.2,4.2,4.2,0.0,0.0,0.0,1.85,0.0,0.0,4447.0,0.01,3.02,6.88,0.3,4.39,4.48,-3.97,8.91,0.47,0.0,-3989000.0,-1.92,0.0,2.94,-187.54,-0.09,-389000.0,65406000.0,0.68,1.79,0.02,396.38,14.04,-0.02,-27.15,0.01,-0.0,8509000.0,0.0,170.2,0.24,-1.57,0.03,0.0
LE,"Lands' End, Inc.",USD,13.46,13.43,13.1,13.54,13.46,13.43,13.1,13.54,0.0,0.0,0.0,2.79,0.0,22.56,45998.0,0.41,7.64,19.88,0.29,14.32,14.88,-9.2,7.69,1.73,0.0,-132707000.0,-0.68,0.56,0.53,11.71,0.45,65362000.0,289420992.0,0.21,1.64,1.44,127.77,45.74,0.02,-44.81,0.64,0.07,80647000.0,0.0,-1.9,0.44,4.53,0.02,0.0
LECO,"Lincoln Electric Holdings, Inc.",USD,197.27,196.48,195.4,199.38,197.27,196.48,195.4,199.38,3.0,0.02,1.6,1.15,23.37,21.27,83796.0,11.05,169.51,261.13,2.73,200.8,201.05,11.93,23.73,8.25,-0.22,482521984.0,8.38,9.32,2.98,15.43,-0.13,780710016.0,1322733056.0,1.03,1.85,4.05,98.77,71.18,0.12,37.63,1.48,0.42,624844032.0,-20.3,-4.8,0.37,19.3,0.17,1.83
LEE,"Lee Enterprises, Incorporated",USD,13.32,13.03,13.03,13.67,13.32,13.03,13.03,13.67,0.0,0.0,21.36,1.07,0.0,23.85,6216.0,0.08,7.57,19.63,0.14,15.19,12.46,-2.88,0.64,21.21,0.0,-17741000.0,-4.35,0.57,0.94,7.41,0.29,78435000.0,492215008.0,0.68,0.92,0.62,7581.87,104.97,0.04,-146.22,0.37,0.02,572000.0,0.0,-12.1,0.6,12.72,0.04,0.0
LEGN,Legend Biotech Corporation,USD,36.91,36.89,36.39,37.73,36.91,36.89,36.39,37.73,0.0,0.0,0.0,0.11,0.0,-49.25,373999.0,6.77,30.17,70.13,13.01,36.84,45.72,-66.92,6.08,6.06,0.0,-348128000.0,-1.92,-0.67,24.37,-37.22,-0.34,-340560000.0,346591008.0,4.86,4.98,0.52,31.05,2.85,-0.12,-28.35,-0.09,-0.12,-157600000.0,0.0,66.9,-0.17,-65.47,-0.44,0.0
LEGR,First Trust Indxx Innovative Tr,USD,48.6,48.26,48.26,48.34,48.6,48.26,48.26,48.34,0.0,0.0,0.0,0.0,14.49,0.0,1224.0,0.0,37.28,48.84,0.0,47.07,45.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LENZ,"LENZ Therapeutics, Inc.",USD,24.55,23.96,23.51,25.56,24.55,23.96,23.51,25.56,0.0,0.0,0.0,0.0,0.0,-13.88,80373.0,0.68,2.57,38.93,0.0,30.98,23.6,0.0,7.83,3.18,0.0,-60809000.0,-2.74,-2.35,0.0,-6.73,7.44,-68337000.0,1578000.0,28.16,28.63,0.0,0.73,0.0,-0.27,-41.9,0.0,-0.05,-71283000.0,0.0,0.0,0.0,0.0,0.0,0.0
LESL,"Leslie's, Inc.",USD,2.13,2.12,2.12,2.19,2.13,2.12,2.12,2.19,0.0,0.0,0.0,1.19,0.0,10.51,2994291.0,0.4,2.02,8.21,0.29,2.44,3.36,0.22,-0.91,0.0,-0.16,3025000.0,-0.13,0.18,1.19,15.01,-0.7,108569000.0,1055091968.0,0.43,1.6,1.36,0.0,7.4,0.04,0.0,0.49,0.11,141692992.0,-15.9,-6.8,0.36,7.96,0.17,0.0
LEXI,Alexis Practical Tactical ETF,USD,31.27,30.9,30.69,30.9,31.27,30.9,30.69,30.9,0.0,0.0,0.0,0.0,25.75,0.0,1615.0,0.0,26.6,31.99,0.0,31.07,29.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXX,Lexaria Bioscience Corp.,USD,1.74,1.74,1.71,1.85,1.74,1.74,1.71,1.85,0.0,0.0,0.0,1.06,0.0,-4.41,110354.0,0.03,1.42,6.85,73.41,2.18,2.81,0.0,0.64,2.69,0.0,-4849874.0,-0.5,-0.39,60.67,-5.5,0.16,-4533468.0,142587.0,55.84,58.27,0.0,1.46,0.04,-0.38,-70.66,0.0,-0.0,-4689024.0,0.0,8.1,0.99,0.0,-20.75,0.0
LEXXW,Lexaria Bioscience Corp.,USD,0.43,0.48,0.45,0.48,0.43,0.48,0.45,0.48,0.0,0.0,0.0,1.06,0.0,0.0,8688.0,0.0,0.45,0.48,0.0,0.0,0.0,0.0,0.64,0.75,0.0,-4849874.0,0.0,0.0,0.0,0.0,0.0,-4533468.0,142587.0,55.84,58.27,0.0,1.46,0.04,-0.38,-70.66,0.0,-0.0,-4689024.0,0.0,8.1,0.99,0.0,-20.75,0.0
LFCR,"Lifecore Biomedical, Inc.",USD,6.32,6.34,5.9,6.35,6.32,6.34,5.9,6.35,0.0,0.0,0.0,0.94,0.0,-9.97,69554.0,0.22,3.68,8.9,1.72,7.01,5.89,5.09,0.37,16.16,0.0,5711000.0,-0.56,-0.71,2.96,-564.64,-0.1,-674000.0,136864000.0,0.76,1.83,0.13,346.46,4.2,-0.02,17.29,0.04,-0.01,7469000.0,0.0,0.7,0.35,-0.52,-0.37,0.0
LFMD,"LifeMD, Inc.",USD,5.13,5.04,5.01,5.35,5.13,5.04,5.01,5.35,0.0,0.0,0.0,1.23,0.0,9.1,241601.0,0.22,3.99,12.88,1.12,5.57,6.49,-11.66,-0.18,0.0,0.0,-25613812.0,-0.64,-0.04,1.1,-11.77,-0.13,-17971292.0,25143802.0,0.74,0.82,0.19,0.0,4.85,-0.21,0.0,0.17,0.02,21658472.0,0.0,38.3,0.9,-9.31,-0.09,0.0
LFMDP,"LifeMD, Inc. - 8.875% Series A ",USD,22.0,22.1,21.85,22.1,22.0,22.1,21.85,22.1,2.22,0.1,0.0,1.23,0.0,0.0,2186.0,0.0,17.15,25.0,0.0,22.47,22.25,-11.66,-0.18,0.0,0.0,-25613812.0,-2.26,0.0,4.91,-52.74,0.2,-17971292.0,25143802.0,0.74,0.82,0.19,0.0,4.85,-0.21,0.0,0.17,0.02,21658472.0,0.0,38.3,0.9,-9.31,-0.09,0.0
LFSC,F/m Emerald Life Sciences Innov,USD,25.47,26.65,26.65,26.65,25.47,26.65,26.65,26.65,0.0,0.0,0.0,0.0,0.0,0.0,788.0,0.0,23.35,27.76,0.0,24.96,25.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LFST,"LifeStance Health Group, Inc.",USD,7.97,7.92,7.8,8.02,7.97,7.92,7.8,8.02,0.0,0.0,0.0,1.24,0.0,259.36,252404.0,3.05,4.64,9.2,2.53,7.48,6.52,-7.9,3.76,2.12,0.0,-95290000.0,-0.25,-0.17,2.85,136.33,0.21,25201000.0,489617984.0,1.2,1.32,1.21,34.07,3.2,-0.02,-6.59,0.38,0.1,61739000.0,0.0,19.0,0.31,2.09,0.0,0.0
LFUS,"Littelfuse, Inc.",USD,235.01,231.27,228.48,232.95,235.01,231.27,228.48,232.95,2.8,0.01,0.93,1.28,29.41,22.43,72450.0,5.68,222.91,275.58,2.59,241.42,250.77,8.88,103.69,2.21,0.0,194856992.0,7.78,9.98,2.79,14.64,-0.02,418755008.0,929984000.0,2.21,3.55,2.2,36.14,88.36,0.04,7.83,0.8,0.24,351246016.0,0.9,-6.5,0.37,19.08,0.16,2.23
LFVN,Lifevantage Corporation,USD,24.24,24.73,21.79,24.73,24.24,24.73,21.79,24.73,0.16,0.01,0.0,0.86,69.39,21.42,91597.0,0.28,5.22,27.38,1.42,17.28,10.74,2.11,2.22,10.01,1.9,4134000.0,0.32,0.83,1.54,31.46,3.16,9613000.0,13363000.0,0.84,1.76,0.2,48.25,15.85,0.06,14.51,0.16,0.01,6849000.0,180.0,-8.1,0.79,4.9,0.05,0.0
LFWD,Lifeward Ltd.,USD,1.62,1.63,1.48,1.64,1.62,1.63,1.48,1.64,0.0,0.0,0.0,2.08,0.0,-1.58,153849.0,0.02,1.41,7.84,0.68,1.86,3.34,-102.03,5.42,0.27,0.0,-23750000.0,-2.23,-0.94,0.31,-0.39,-0.78,-18480000.0,1290000.0,2.05,2.97,0.02,3.52,2.71,-0.24,-49.66,0.01,-0.01,-25218000.0,0.0,401.6,0.32,-79.39,-0.66,0.0
LGHLW,Lion Group Holding Ltd.,USD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,1.52,0.0,0.0,9262.0,0.0,0.01,0.01,0.0,0.0,0.0,-28.16,7.76,0.0,0.0,-14457008.0,0.0,0.0,0.0,0.0,0.0,0.0,6325597.0,1.11,1.2,0.02,22.26,7.67,-0.07,-20.88,0.01,0.0,13412873.0,0.0,1128.9,0.53,0.0,-0.94,0.0
LGIH,"LGI Homes, Inc.",USD,90.39,91.87,91.87,97.25,90.39,91.87,91.87,97.25,0.0,0.0,0.0,1.98,11.29,9.1,136864.0,2.22,82.94,130.75,0.99,97.67,101.27,8.75,84.93,1.11,0.04,197290000.0,8.36,10.69,1.6,15.5,-0.25,233424000.0,1552608000.0,0.82,26.59,2.25,77.75,95.94,0.04,10.38,0.55,-0.23,-235040000.0,3.9,5.6,0.25,10.36,0.12,0.0
LGMK,"LogicMark, Inc.",USD,1.3,1.31,1.26,1.31,1.3,1.31,1.26,1.31,0.0,0.0,0.0,1.25,0.0,-0.21,44205.0,0.0,1.25,32.25,0.36,1.88,8.97,-146.12,5.95,0.22,0.0,-15462812.0,-206.75,-6.12,0.02,-0.04,-0.95,-6354261.0,87498.0,1.87,2.78,0.01,0.74,5.21,-0.23,-79.72,0.01,-0.0,-3738171.0,0.0,0.4,0.67,-65.24,-0.89,0.0
LGND,Ligand Pharmaceuticals Incorpor,USD,115.03,114.75,114.75,119.1,115.03,114.75,114.75,119.1,0.0,0.0,0.0,0.9,47.24,19.09,35591.0,2.21,67.72,129.9,14.52,115.31,99.49,29.68,44.84,2.61,0.0,45244000.0,2.48,5.98,12.87,37.27,0.53,52626000.0,7357000.0,10.83,12.49,0.15,0.88,8.51,0.01,6.0,0.12,0.02,76641000.0,0.0,57.6,0.79,34.53,0.21,0.0
LGO,Largo Inc.,USD,1.8,1.75,1.73,1.8,1.8,1.75,1.73,1.8,0.0,0.0,0.0,0.0,0.0,19.89,40982.0,0.11,1.38,2.84,0.79,1.9,1.88,-33.74,3.02,0.59,0.0,-48856000.0,-0.76,0.09,1.27,-9.53,-0.14,-19364000.0,93704000.0,0.62,1.67,0.14,46.88,2.26,-0.08,-21.99,-0.01,-0.03,9258000.0,0.0,-32.0,-0.07,-13.37,-0.36,0.0
LGRO,Level Four Large Cap Growth Act,USD,36.58,36.05,35.97,36.27,36.58,36.05,35.97,36.27,0.0,0.0,0.0,0.0,31.82,0.0,6514.0,0.0,28.37,36.73,0.0,35.39,32.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGTY,Logility Supply Chain Solutions,USD,11.32,14.19,14.09,14.19,11.32,14.19,14.09,14.19,0.44,0.04,2.99,0.75,47.07,34.44,1846930.0,0.5,8.41,14.19,4.88,11.03,10.51,10.39,3.93,3.59,-0.25,9134000.0,0.3,0.41,2.77,29.28,-0.03,9734000.0,0.0,1.92,2.03,0.1,0.0,3.07,0.02,6.75,0.07,0.03,7844000.0,-25.4,1.1,0.65,9.47,0.07,0.0
LGVN,Longeveron Inc.,USD,1.68,1.69,1.62,1.74,1.68,1.69,1.62,1.74,0.0,0.0,0.0,0.35,0.0,-1.07,161437.0,0.02,0.77,7.91,19.68,1.88,2.06,0.0,2.68,0.61,0.0,-27904000.0,-5.62,-1.53,18.23,-1.3,-0.75,-17219000.0,1748000.0,3.92,4.18,0.0,11.72,0.36,-0.62,-142.16,0.0,-0.01,-16205000.0,0.0,115.7,0.59,0.0,-7.48,0.0
LI,Li Auto Inc.,USD,23.21,23.88,23.63,23.93,23.21,23.88,23.63,23.93,0.0,0.0,0.0,0.98,18.01,2.08,2064144.0,25.03,17.44,46.44,0.18,23.07,22.84,7.16,66.73,0.36,-0.0,10167493632.0,1.32,1.54,-0.31,-5.34,-0.17,8252933632.0,15690470400.0,1.57,1.76,141.92,23.41,142.77,0.03,16.97,30.47,13.72,24547086336.0,-0.7,23.6,0.21,5.82,0.08,1.2
LICN,Lichen China Limited,USD,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.46,0.0,6849470.0,0.01,0.13,2.44,0.33,0.83,1.47,18.48,1.85,0.07,-0.44,7748000.0,0.3,0.0,-0.68,-2.44,-0.89,11745000.0,82000.0,13.26,17.55,0.04,0.12,1.49,0.11,12.59,0.03,0.0,4368000.0,-51.3,13.6,0.61,28.01,0.09,0.0
LIDR,"AEye, Inc.",USD,1.04,0.99,0.94,1.05,1.04,0.99,0.94,1.05,0.0,0.0,0.0,2.95,0.0,-0.25,1338582.0,0.01,0.78,5.15,48.21,1.28,1.51,0.0,4.6,0.2,0.0,-63036000.0,-8.51,-3.83,-6.88,0.05,-0.26,-45725000.0,15440000.0,3.14,3.38,0.0,74.19,0.05,-0.42,-145.8,-0.01,-0.02,-32521000.0,0.0,-94.4,0.0,0.0,-258.0,0.0
LIDRW,CF Finance Acquisition Corp. II,USD,0.09,0.09,0.08,0.1,0.09,0.09,0.08,0.1,0.0,0.0,0.0,2.95,0.0,0.0,13393.0,0.0,0.0,0.24,0.0,0.05,0.02,0.0,4.6,0.02,0.0,-63036000.0,-3.22,0.0,0.0,0.0,20.75,-45725000.0,15440000.0,3.14,3.38,0.0,74.19,0.05,-0.42,-145.8,-0.01,-0.02,-32521000.0,0.0,-94.4,0.0,0.0,-258.0,0.0
LIEN,"Chicago Atlantic BDC, Inc.",USD,11.0,11.14,11.14,11.27,11.0,11.14,11.14,11.27,1.36,0.12,0.0,0.22,16.67,10.06,2539.0,0.25,7.62,13.38,20.1,12.33,11.84,32.69,13.28,0.84,0.0,4145402.0,0.67,1.12,3.02,0.0,0.43,0.0,0.0,4.79,4.97,0.01,0.0,2.04,0.06,4.88,0.01,0.0,0.0,0.0,8.9,1.0,0.0,0.77,0.0
LIF,"Life360, Inc.",USD,47.43,45.8,45.3,46.8,47.43,45.8,45.3,46.8,0.0,0.0,0.0,1.11,0.0,55.22,167667.0,3.43,26.0,52.76,10.0,44.11,38.88,-4.72,1.52,30.27,0.0,-16199000.0,-0.22,0.0,9.86,-726.05,0.76,-4655000.0,809000.0,2.45,2.76,0.34,0.24,1.62,-0.02,-5.59,0.25,0.04,29247000.0,0.0,18.1,0.74,-1.36,-0.05,0.0
LILA,Liberty Latin America Ltd.,USD,6.89,6.92,6.89,7.08,6.89,6.92,6.89,7.08,0.0,0.0,0.0,1.13,0.0,12.96,236337.0,1.37,5.9,10.82,0.31,6.72,8.53,-13.01,6.24,1.12,0.0,-581800000.0,-2.9,0.54,2.23,6.51,-0.06,1531200000.0,8740599808.0,0.81,1.06,4.47,494.88,22.3,0.02,-26.18,3.47,0.33,748200000.0,0.0,-3.3,0.78,34.25,0.13,0.0
LILAK,Liberty Latin America Ltd.,USD,6.84,6.85,6.76,7.03,6.84,6.85,6.76,7.03,0.0,0.0,0.0,1.13,0.0,16.95,338869.0,1.37,5.95,10.93,0.31,6.67,8.5,-13.01,6.24,1.11,0.0,-581800000.0,-2.9,0.41,2.23,6.51,-0.08,1531200000.0,8740599808.0,0.81,1.06,4.47,494.88,22.3,0.02,-26.18,3.47,0.33,748200000.0,0.0,-3.3,0.78,34.25,0.13,0.0
LIN,Linde plc,USD,439.25,438.34,434.99,441.4,439.25,438.34,434.99,441.4,5.56,0.01,1.4,0.95,33.39,26.13,881894.0,209.52,396.07,487.49,6.34,437.75,448.59,19.33,82.27,5.35,-0.01,6383000064.0,13.18,16.95,6.89,18.1,0.08,12581000192.0,22261999616.0,0.73,0.96,33.02,54.83,68.67,0.07,16.19,15.77,4.22,9340999680.0,0.9,2.5,0.48,38.1,0.27,2.48
LINC,Lincoln Educational Services Co,USD,16.03,15.73,15.73,16.18,16.03,15.73,15.73,16.18,0.0,0.0,6.47,1.41,49.59,23.0,36610.0,0.5,8.91,18.74,1.18,15.79,12.92,2.33,5.4,2.94,0.92,9849000.0,0.32,0.61,1.47,27.08,0.73,22952000.0,170942000.0,1.46,1.57,0.42,100.58,13.91,0.02,6.02,0.25,-0.01,20953000.0,88.3,14.8,0.58,5.42,0.03,1.55
LIND,Lindblad Expeditions Holdings I,USD,11.43,11.33,11.33,11.94,11.43,11.33,11.33,11.94,0.0,0.0,0.0,3.03,0.0,-419.12,131123.0,0.64,6.35,14.34,1.04,12.38,9.71,-5.4,-4.17,0.0,2.99,-38108000.0,-0.72,-0.15,1.87,17.57,0.19,66017000.0,627630016.0,0.5,0.75,0.62,0.0,11.6,0.01,0.0,0.28,0.08,80803000.0,349.6,17.1,0.45,10.62,0.14,0.0
LINE,"Lineage, Inc.",USD,59.96,60.16,59.59,61.33,59.96,60.16,59.59,61.33,0.91,0.02,0.0,0.0,0.0,118.19,247519.0,15.08,52.75,89.85,2.83,60.84,72.6,-12.09,39.52,1.51,0.0,-699400000.0,-4.41,0.73,4.1,19.88,-0.26,1099299968.0,7468000256.0,0.87,1.07,5.33,73.78,30.66,0.0,0.0,1.76,0.0,676099968.0,0.0,0.5,0.33,20.62,-0.03,0.0
LINK,"Interlink Electronics, Inc.",USD,9.42,9.41,8.03,9.41,9.42,9.41,8.03,9.41,0.0,0.0,0.0,1.11,0.0,-39.62,29166.0,0.08,3.25,10.9,6.71,6.01,4.84,-16.51,1.16,7.16,0.0,-2419000.0,-0.25,-0.17,7.41,-107.21,0.14,-845000.0,1221000.0,3.97,6.16,0.01,10.65,1.24,-0.09,-16.32,0.01,0.0,0.0,0.0,-13.1,0.42,-6.91,-0.18,0.0
LION,Lionsgate Studios Corp.,USD,7.45,7.44,7.4,7.68,7.45,7.44,7.4,7.68,0.0,0.0,0.0,0.0,0.0,16.35,163530.0,2.17,6.13,12.84,0.0,7.14,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIQT,"LiqTech International, Inc.",USD,1.75,1.8,1.78,1.78,1.75,1.8,1.78,1.78,0.0,0.0,0.0,0.99,0.0,-4.01,361.0,0.02,1.51,3.55,0.95,1.83,2.31,-51.5,3.02,0.59,0.0,-9126345.0,-1.83,-0.77,0.81,-2.76,-0.48,-5178172.0,10898632.0,1.78,2.74,0.02,88.79,3.08,-0.15,-56.51,0.0,-0.0,-4206909.0,0.0,-10.1,0.12,-29.22,-0.47,0.0
LITE,Lumentum Holdings Inc.,USD,95.65,88.73,71.05,88.85,95.65,88.73,71.05,88.85,0.0,0.0,0.0,0.88,0.0,19.25,4931195.0,5.01,38.28,104.0,3.63,87.83,61.9,-40.7,13.06,5.58,0.0,-561000000.0,-8.31,3.69,6.0,-121.0,0.68,-68400000.0,2621700096.0,3.67,5.36,1.38,292.63,20.36,-0.05,-50.85,0.36,0.08,66600000.0,0.0,6.1,0.26,-4.96,-0.19,0.0
LITP,Sprott Lithium Miners ETF,USD,7.04,7.03,6.93,7.03,7.04,7.03,6.93,7.03,0.0,0.0,0.0,0.0,20.65,0.0,13337.0,0.0,6.11,11.18,0.0,7.57,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIVE,Live Ventures Incorporated,USD,9.59,9.25,9.25,9.25,9.59,9.25,9.25,9.25,0.0,0.0,0.0,0.89,0.0,1.23,1307.0,0.03,8.69,28.45,0.06,9.75,17.2,-2.45,29.61,0.31,0.0,-11382000.0,-8.48,7.5,0.62,13.51,-0.61,21314000.0,262832000.0,0.41,1.44,0.46,283.5,146.91,0.01,-11.56,0.14,-0.0,13866000.0,0.0,35.4,0.3,4.6,0.01,0.0
LIVN,LivaNova PLC,USD,48.15,48.24,48.02,50.45,48.15,48.24,48.02,50.45,0.0,0.0,0.0,1.01,115.57,13.68,259206.0,2.7,43.15,64.47,2.17,49.53,52.18,1.91,24.13,2.06,0.0,23682000.0,0.43,3.7,2.37,13.86,-0.05,212630000.0,679793024.0,1.68,3.37,1.24,51.89,22.91,0.04,1.87,0.85,0.12,158288992.0,0.0,11.2,0.68,17.12,0.14,0.46
LIVR,Intelligent Livermore ETF,USD,26.0,25.1,24.86,25.1,26.0,25.1,24.86,25.1,0.0,0.0,0.0,0.0,19.93,0.0,2331.0,0.0,23.94,27.74,0.0,25.23,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKFN,Lakeland Financial Corporation,USD,69.22,69.39,69.39,71.76,69.22,69.39,69.39,71.76,2.0,0.03,2.53,0.65,19.29,18.37,58346.0,1.79,57.45,78.61,7.37,71.2,65.45,40.81,27.41,2.56,-0.08,98914000.0,3.63,3.51,6.58,0.0,-0.05,0.0,36920000.0,0.0,0.0,0.24,0.0,9.45,0.02,15.75,0.24,0.0,90302000.0,-7.3,-1.2,0.0,0.0,0.49,0.0
LKQ,LKQ Corporation,USD,38.34,38.54,38.4,39.1,38.34,38.54,38.4,39.1,1.2,0.03,0.0,1.29,14.17,10.51,862218.0,9.98,35.56,53.68,0.69,37.92,40.76,4.9,23.87,1.61,-0.08,718000000.0,2.71,3.62,1.06,8.89,-0.2,1732000000.0,5774000128.0,0.57,1.72,14.5,92.38,54.6,0.05,11.77,5.7,0.76,1098000000.0,-5.9,0.4,0.39,11.95,0.09,2.3
LLYVA,Liberty Media Corporation - Ser,USD,70.38,69.46,69.02,70.25,70.38,69.46,69.02,70.25,0.0,0.0,0.0,0.0,0.0,37.47,20296.0,6.5,32.54,72.88,0.0,68.04,47.92,0.0,-2.25,0.0,0.0,-142000000.0,-0.51,1.86,0.0,0.0,0.9,0.0,1418000000.0,3.81,3.81,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
LLYVK,Liberty Media Corporation - Ser,USD,72.02,71.16,71.12,72.13,72.02,71.16,71.12,72.13,0.0,0.0,0.0,0.0,0.0,30.56,48973.0,6.52,33.5,73.89,0.0,69.62,49.23,0.0,-2.25,0.0,0.0,-142000000.0,-0.5,1.86,0.0,0.0,0.92,0.0,1418000000.0,3.81,3.81,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
LMAT,"LeMaitre Vascular, Inc.",USD,96.89,96.57,96.18,98.28,96.89,96.57,96.18,98.28,0.64,0.01,0.94,0.88,53.91,45.45,46590.0,2.21,56.04,109.58,10.36,98.58,86.87,19.4,14.72,6.66,0.48,41319000.0,1.82,2.17,9.73,34.99,0.66,59243000.0,18326000.0,5.32,7.74,0.21,5.54,9.51,0.09,13.34,0.15,0.02,39688000.0,48.5,15.6,0.68,27.81,0.24,2.13
LMB,"Limbach Holdings, Inc.",USD,102.44,97.65,86.58,98.19,102.44,97.65,86.58,98.19,0.0,0.0,0.0,0.97,40.03,29.28,165479.0,0.98,38.03,107.0,1.9,95.24,70.17,5.08,12.61,6.92,0.04,26282000.0,2.18,3.09,2.22,23.83,1.4,48224000.0,45656000.0,1.51,1.57,0.52,32.11,46.33,0.08,20.51,0.13,0.02,31400000.0,1.6,4.8,0.26,9.31,0.09,2.54
LMBS,First Trust Low Duration Opport,USD,48.54,48.65,48.55,48.66,48.54,48.65,48.55,48.66,0.0,0.0,0.0,0.0,0.0,0.0,595588.0,0.0,45.06,51.49,0.0,48.71,48.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMFA,"LM Funding America, Inc.",USD,2.16,2.08,1.93,2.12,2.16,2.08,1.93,2.12,0.0,0.0,0.0,1.35,0.0,-0.37,52716.0,0.01,1.84,6.11,0.66,2.56,3.06,-70.02,14.52,0.13,0.0,-10591853.0,-39.72,-4.27,0.45,0.0,-0.32,0.0,1726868.0,0.81,4.32,0.02,5.57,6.25,-0.28,-30.5,0.0,0.0,-7929721.0,0.0,-6.9,0.25,0.0,-1.61,0.0
LMNR,Limoneira Co,USD,22.95,22.91,22.75,23.44,22.95,22.91,22.75,23.44,0.3,0.01,1.9,0.47,57.05,99.22,47816.0,0.41,17.37,29.22,2.18,25.68,23.43,3.24,10.2,2.24,0.0,5514000.0,0.4,0.23,2.85,-95.02,0.21,-5675000.0,44094000.0,0.7,0.93,0.19,21.44,10.69,-0.03,2.7,0.02,-0.01,7984000.0,0.0,20.6,0.08,-3.0,0.15,5.92
LNKB,"LINKBANCORP, Inc.",USD,7.11,7.13,7.08,7.22,7.11,7.13,7.08,7.22,0.3,0.04,0.0,0.59,0.0,8.84,9976.0,0.27,5.86,7.98,3.09,7.46,6.75,6.53,7.42,0.96,4.72,5624000.0,-0.23,0.8,2.23,0.0,-0.08,0.0,117326000.0,0.0,0.0,0.09,0.0,2.57,0.0,2.69,0.09,0.0,16236000.0,148.8,187.8,0.0,0.0,0.41,0.0
LNKS,Linkers Industries Limited,USD,0.97,0.97,0.92,0.99,0.97,0.97,0.92,0.99,0.0,0.0,0.0,0.0,0.0,0.0,32855.0,0.01,0.8,10.27,0.44,3.54,3.54,-3.37,0.0,0.0,0.0,-948018.0,-0.03,0.0,0.0,0.0,-0.78,725632.0,11932964.0,0.96,2.62,0.03,65.13,2.5,0.0,0.0,0.0,0.0,3081046.0,0.0,-36.3,0.11,2.58,-0.05,0.0
